start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,sol_len_naive,sol_len_bfs,tree_depth_max,tree_depth_mean,solution
2020-04-24T14:54:35.677673,2020-04-24T14:54:35.705179,0.027506,1,10,1,1,1,1,1,1.0,[4]
2020-04-24T14:54:35.705654,2020-04-24T14:54:35.707330,0.001676,1,1,1,1,1,1,1,1.0,[7]
2020-04-24T14:54:35.707751,2020-04-24T14:54:35.709376,0.001625,1,0,1,1,1,1,1,1.0,[6]
2020-04-24T14:54:35.709792,2020-04-24T14:54:35.711427,0.001635,1,11,1,1,1,1,1,1.0,[5]
2020-04-24T14:54:35.711842,2020-04-24T14:54:35.713178,0.001336,1,4,1,1,1,1,1,1.0,[10]
2020-04-24T14:54:35.713414,2020-04-24T14:54:35.714346,0.000932,1,3,1,1,1,1,1,1.0,[9]
2020-04-24T14:54:35.714581,2020-04-24T14:54:35.715597,0.001016,1,3,1,1,1,1,1,1.0,[9]
2020-04-24T14:54:35.715831,2020-04-24T14:54:35.716811,0.00098,1,2,1,1,1,1,1,1.0,[8]
2020-04-24T14:54:35.717043,2020-04-24T14:54:35.718012,0.000969,1,11,1,1,1,1,1,1.0,[5]
2020-04-24T14:54:35.718242,2020-04-24T14:54:35.719169,0.000927,1,1,1,1,1,1,1,1.0,[7]
2020-04-24T14:54:35.719401,2020-04-24T14:54:35.720345,0.000944,1,10,1,1,1,1,1,1.0,[4]
2020-04-24T14:54:35.720574,2020-04-24T14:54:35.721550,0.000976,1,11,1,1,1,1,1,1.0,[5]
2020-04-24T14:54:35.721780,2020-04-24T14:54:35.722706,0.000926,1,8,1,1,1,1,1,1.0,[2]
2020-04-24T14:54:35.722932,2020-04-24T14:54:35.723908,0.000976,1,1,1,1,1,1,1,1.0,[7]
2020-04-24T14:54:35.724141,2020-04-24T14:54:35.725085,0.000944,1,9,1,1,1,1,1,1.0,[3]
2020-04-24T14:54:35.725314,2020-04-24T14:54:35.726290,0.000976,1,6,1,1,1,1,1,1.0,[0]
2020-04-24T14:54:35.726513,2020-04-24T14:54:35.727483,0.00097,1,0,1,1,1,1,1,1.0,[6]
2020-04-24T14:54:35.727715,2020-04-24T14:54:35.728654,0.000939,1,0,1,1,1,1,1,1.0,[6]
2020-04-24T14:54:35.728885,2020-04-24T14:54:35.729880,0.000995,1,1,1,1,1,1,1,1.0,[7]
2020-04-24T14:54:35.730114,2020-04-24T14:54:35.731081,0.000967,1,3,1,1,1,1,1,1.0,[9]
2020-04-24T14:54:35.732317,2020-04-24T14:54:35.734389,0.002072,2,3 8,1,2,2,2,2,1.5,"[9, 2]"
2020-04-24T14:54:35.734815,2020-04-24T14:54:35.737742,0.002927,2,0 8,1,3,2,2,2,1.6875,"[2, 6]"
2020-04-24T14:54:35.738179,2020-04-24T14:54:35.741161,0.002982,2,11 10,1,3,2,2,2,1.6875,"[5, 4]"
2020-04-24T14:54:35.741591,2020-04-24T14:54:35.744647,0.003056,2,8 6,1,3,2,2,2,1.6875,"[0, 2]"
2020-04-24T14:54:35.745079,2020-04-24T14:54:35.749508,0.004429,2,7 9,1,3,2,2,2,1.6875,"[3, 1]"
2020-04-24T14:54:35.749940,2020-04-24T14:54:35.752919,0.002979,2,0 2,1,3,2,2,2,1.6875,"[8, 6]"
2020-04-24T14:54:35.753358,2020-04-24T14:54:35.756206,0.002848,2,6 5,1,3,2,2,2,1.6875,"[11, 0]"
2020-04-24T14:54:35.756828,2020-04-24T14:54:35.759769,0.002941,2,2 3,1,3,2,2,2,1.6875,"[8, 9]"
2020-04-24T14:54:35.760404,2020-04-24T14:54:35.763355,0.002951,2,1 1,1,3,2,2,2,1.6875,"[1, 1]"
2020-04-24T14:54:35.763782,2020-04-24T14:54:35.766683,0.002901,2,1 5,1,3,2,2,2,1.6875,"[11, 7]"
2020-04-24T14:54:35.767299,2020-04-24T14:54:35.770347,0.003048,2,9 4,1,3,2,2,2,1.6875,"[10, 3]"
2020-04-24T14:54:35.770962,2020-04-24T14:54:35.774296,0.003334,2,11 7,1,3,2,2,2,1.6875,"[1, 5]"
2020-04-24T14:54:35.774732,2020-04-24T14:54:35.777638,0.002906,2,1 6,1,3,2,2,2,1.6875,"[0, 7]"
2020-04-24T14:54:35.778070,2020-04-24T14:54:35.780006,0.001936,2,8 4,1,2,2,2,2,1.5,"[10, 2]"
2020-04-24T14:54:35.780434,2020-04-24T14:54:35.783272,0.002838,2,9 5,1,3,2,2,2,1.6875,"[11, 3]"
2020-04-24T14:54:35.783883,2020-04-24T14:54:35.786733,0.00285,2,3 11,1,3,2,2,2,1.6875,"[5, 9]"
2020-04-24T14:54:35.787353,2020-04-24T14:54:35.794015,0.006662,2,0 10,1,3,2,2,2,1.6875,"[4, 6]"
2020-04-24T14:54:35.794630,2020-04-24T14:54:35.797564,0.002934,2,4 1,1,3,2,2,2,1.6875,"[7, 10]"
2020-04-24T14:54:35.798185,2020-04-24T14:54:35.801153,0.002968,2,1 6,1,3,2,2,2,1.6875,"[0, 7]"
2020-04-24T14:54:35.801585,2020-04-24T14:54:35.804498,0.002913,2,7 10,1,3,2,2,2,1.6875,"[4, 1]"
2020-04-24T14:54:35.805591,2020-04-24T14:54:35.811597,0.006006,3,2 5 5,1,6,3,3,3,2.3142857142857145,"[5, 5, 8]"
2020-04-24T14:54:35.812623,2020-04-24T14:54:35.813586,0.000963,3,4 11 10,1,1,1,1,1,1.0,[5]
2020-04-24T14:54:35.813819,2020-04-24T14:54:35.818813,0.004994,3,10 1 9,1,5,3,3,3,2.230769230769231,"[3, 7, 4]"
2020-04-24T14:54:35.819813,2020-04-24T14:54:35.824960,0.005147,3,8 11 3,1,5,3,3,3,2.230769230769231,"[9, 5, 2]"
2020-04-24T14:54:35.825773,2020-04-24T14:54:35.833038,0.007265,3,6 4 11,1,7,3,3,3,2.2875,"[5, 10, 0]"
2020-04-24T14:54:35.834235,2020-04-24T14:54:35.840353,0.006118,3,10 5 0,1,6,3,3,3,2.3142857142857145,"[4, 11, 9]"
2020-04-24T14:54:35.841369,2020-04-24T14:54:35.848344,0.006975,3,5 6 4,1,7,3,3,3,2.3333333333333335,"[10, 0, 11]"
2020-04-24T14:54:35.849366,2020-04-24T14:54:35.854275,0.004909,3,11 3 10,1,5,3,3,3,2.0384615384615383,"[5, 6, 4]"
2020-04-24T14:54:35.855126,2020-04-24T14:54:35.888958,0.033832,3,10 7 2,1,31,19,3,5,3.5414507772020727,"[8, 1, 4]"
2020-04-24T14:54:35.891716,2020-04-24T14:54:35.895914,0.004198,3,8 7 0,1,5,3,3,3,2.35,"[1, 6, 2]"
2020-04-24T14:54:35.896547,2020-04-24T14:54:35.900708,0.004161,3,10 2 10,1,5,3,3,3,2.230769230769231,"[4, 8, 4]"
2020-04-24T14:54:35.901324,2020-04-24T14:54:35.905256,0.003932,3,1 6 6,1,5,3,3,3,2.0384615384615383,"[6, 7, 6]"
2020-04-24T14:54:35.906073,2020-04-24T14:54:35.909374,0.003301,3,8 4 8,1,4,3,3,3,2.0238095238095237,"[2, 10, 2]"
2020-04-24T14:54:35.909979,2020-04-24T14:54:35.914097,0.004118,3,11 1 10,1,5,3,3,3,2.230769230769231,"[5, 9, 4]"
2020-04-24T14:54:35.914854,2020-04-24T14:54:35.919804,0.00495,3,10 5 1,1,6,3,3,3,2.3142857142857145,"[4, 11, 8]"
2020-04-24T14:54:35.920718,2020-04-24T14:54:35.924772,0.004054,3,2 7 0,1,5,3,3,3,2.230769230769231,"[6, 1, 8]"
2020-04-24T14:54:35.925393,2020-04-24T14:54:35.929408,0.004015,3,4 8 8,1,5,3,3,3,2.230769230769231,"[2, 2, 10]"
